Location Code,County,Area Name,Region,Year Reported ,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Number Healthy Weight,Percent Healthy Weight,Sex,Total (Estimated) Number of Students
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,26,18.8,29,21.0,55,39.9,DISTRICT TOTAL,77,0.558,MALE,138
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,28,18.9,30,20.3,58,39.2,ELEMENTARY,90,0.608,ALL,148
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,14,19.2,18,24.7,32,43.8,ELEMENTARY,41,0.562,FEMALE,73
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,14,18.7,12,16.0,26,34.7,ELEMENTARY,49,0.653,MALE,75
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,20,17.4,36,31.3,56,48.7,MIDDLE/HIGH,59,0.513,ALL,115
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,8,13.8,19,32.8,27,46.6,MIDDLE/HIGH,31,0.534,FEMALE,58
241701,LIVINGSTON,YORK CENTRAL SCHOOL DISTRICT,,2017-2018,12,21.1,17,29.8,29,50.9,MIDDLE/HIGH,28,0.491,MALE,57
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,10,11.6,10,11.6,20,23.3,DISTRICT TOTAL,66,0.767,ALL,86
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,5,9.8,10,19.6,15,29.4,DISTRICT TOTAL,36,0.706,FEMALE,51
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,5,14.3,,,5,14.3,DISTRICT TOTAL,30,0.857,MALE,35
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,5,10.2,6,12.2,11,22.4,ELEMENTARY,38,0.776,ALL,49
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,5,13.9,6,16.7,11,30.6,ELEMENTARY,25,0.694,FEMALE,36
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,,,ELEMENTARY,13,1,MALE,13
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,,,MIDDLE/HIGH,22,1,ALL,22
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,,,MIDDLE/HIGH,11,1,FEMALE,11
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2010-2011,,,,,,,MIDDLE/HIGH,11,1,MALE,11
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,14,14.3,16,16.3,30,30.6,DISTRICT TOTAL,68,0.694,ALL,98
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,6,12.2,8,16.3,14,28.6,DISTRICT TOTAL,35,0.714,FEMALE,49
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,8,16.3,8,16.3,16,32.7,DISTRICT TOTAL,33,0.673,MALE,49
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,6,14.0,,,6,14.0,ELEMENTARY,37,0.86,ALL,43
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,,,,,,,ELEMENTARY,21,1,FEMALE,21
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,6,27.3,,,6,27.3,ELEMENTARY,16,0.727,MALE,22
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,,,6,18.2,6,18.2,MIDDLE/HIGH,27,0.818,ALL,33
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,,,,,,,MIDDLE/HIGH,14,1,FEMALE,14
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2012-2013,,,6,31.6,6,31.6,MIDDLE/HIGH,13,0.684,MALE,19
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,6,8.4,23,32.3,29,40.8,DISTRICT TOTAL,42,0.592,ALL,71
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,6,20.7,7,24.1,13,44.8,DISTRICT TOTAL,16,0.552,FEMALE,29
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,16,38.1,16,38.1,DISTRICT TOTAL,26,0.619,MALE,42
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,10,27.7,10,27.7,ELEMENTARY,26,0.722,ALL,36
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,,,,,ELEMENTARY,12,1,FEMALE,12
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,10,41.7,10,41.7,ELEMENTARY,14,0.583,MALE,24
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,6,37.5,6,37.5,MIDDLE/HIGH,10,0.625,ALL,16
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,,,,,MIDDLE/HIGH,,,FEMALE,
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2014-2015,,,6,37.5,6,37.5,MIDDLE/HIGH,10,0.625,MALE,16
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,15,16.9,20,22.5,35,39.3,DISTRICT TOTAL,54,0.607,ALL,89
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,7,16.3,8,18.6,15,34.9,DISTRICT TOTAL,28,0.651,FEMALE,43
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,8,17.4,12,26.1,20,43.5,DISTRICT TOTAL,26,0.565,MALE,46
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,10,18.5,9,16.7,19,35.2,ELEMENTARY,35,0.648,ALL,54
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,5,22.7,,,5,22.7,ELEMENTARY,17,0.773,FEMALE,22
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,5,15.6,9,28.1,14,43.8,ELEMENTARY,18,0.563,MALE,32
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,,,5,21.7,5,21.7,MIDDLE/HIGH,18,0.783,ALL,23
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,,,5,31.3,5,31.3,MIDDLE/HIGH,11,0.688,FEMALE,16
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2016-2017,,,,,,,MIDDLE/HIGH,7,1,MALE,7
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,15,17.4,18,20.9,33,38.4,DISTRICT TOTAL,53,0.616,ALL,86
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,15,29.4,10,19.6,25,49.0,DISTRICT TOTAL,26,0.51,FEMALE,51
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,,,8,22.9,8,22.9,DISTRICT TOTAL,27,0.771,MALE,35
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,9,15.0,13,21.7,22,36.7,ELEMENTARY,38,0.633,ALL,60
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,9,29.0,5,16.1,14,45.2,ELEMENTARY,17,0.548,FEMALE,31
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,,,8,27.6,8,27.6,ELEMENTARY,21,0.724,MALE,29
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,6,33.3,5,27.8,11,61.1,MIDDLE/HIGH,7,0.389,ALL,18
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,6,33.3,5,27.8,11,61.1,MIDDLE/HIGH,7,0.389,FEMALE,18
250109,MADISON,BROOKFIELD CENTRAL SCHOOL DISTRICT,,2018-2019,,,,,,,MIDDLE/HIGH,,,MALE,
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,57,13.2,30,6.9,87,20.1,DISTRICT TOTAL,346,0.799,ALL,433
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,31,15.5,15,7.5,46,23.0,DISTRICT TOTAL,154,0.77,FEMALE,200
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,26,11.2,15,6.4,41,17.6,DISTRICT TOTAL,192,0.824,MALE,233
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,25,12.3,17,8.3,42,20.6,ELEMENTARY,162,0.794,ALL,204
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,14,15.9,6,6.8,20,22.7,ELEMENTARY,68,0.773,FEMALE,88
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,11,9.5,11,9.5,22,19.0,ELEMENTARY,94,0.81,MALE,116
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,32,14.2,9,4.0,41,18.2,MIDDLE/HIGH,184,0.818,ALL,225
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,17,15.2,9,8.0,26,23.2,MIDDLE/HIGH,86,0.768,FEMALE,112
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2011-2012,15,13.3,,,15,13.3,MIDDLE/HIGH,98,0.867,MALE,113
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,53,11.5,46,10.0,99,21.4,DISTRICT TOTAL,358,0.775,ALL,462
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,19,9.5,21,10.4,40,19.9,DISTRICT TOTAL,156,0.776,FEMALE,201
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,34,13.0,25,9.6,59,22.6,DISTRICT TOTAL,202,0.774,MALE,261
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,26,11.6,28,12.4,54,24.0,ELEMENTARY,171,0.76,ALL,225
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,10,11.5,6,6.9,16,18.4,ELEMENTARY,71,0.816,FEMALE,87
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,16,11.6,22,15.9,38,27.5,ELEMENTARY,100,0.725,MALE,138
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,27,11.3,25,10.5,52,21.8,MIDDLE/HIGH,187,0.782,ALL,239
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,9,8.3,15,13.8,24,22.0,MIDDLE/HIGH,85,0.78,FEMALE,109
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2013-2014,18,13.8,10,7.7,28,21.5,MIDDLE/HIGH,102,0.785,MALE,130
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,58,12.6,37,8.0,95,20.6,DISTRICT TOTAL,359,0.782,ALL,459
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,26,11.4,16,7.0,42,18.3,DISTRICT TOTAL,182,0.795,FEMALE,229
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,32,13.9,21,9.1,53,23.0,DISTRICT TOTAL,177,0.77,MALE,230
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,18,7.7,16,6.8,34,14.5,ELEMENTARY,194,0.833,ALL,233
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,8,6.7,7,5.8,15,12.5,ELEMENTARY,100,0.833,FEMALE,120
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,10,8.8,9,8.0,19,16.8,ELEMENTARY,94,0.832,MALE,113
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,40,17.6,21,9.2,61,26.9,MIDDLE/HIGH,165,0.73,ALL,226
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,18,16.5,9,8.3,27,24.8,MIDDLE/HIGH,82,0.752,FEMALE,109
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2015-2016,22,18.8,12,10.3,34,29.1,MIDDLE/HIGH,83,0.709,MALE,117
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,58,11.6,44,8.8,102,20.4,DISTRICT TOTAL,379,0.76,ALL,499
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,27,11.5,14,6.0,41,17.5,DISTRICT TOTAL,183,0.782,FEMALE,234
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,31,11.7,30,11.3,61,23.0,DISTRICT TOTAL,196,0.74,MALE,265
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,27,10.6,26,10.2,53,20.8,ELEMENTARY,188,0.737,ALL,255
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,12,10.1,9,7.6,21,17.6,ELEMENTARY,89,0.748,FEMALE,119
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,15,11.0,17,12.5,32,23.5,ELEMENTARY,99,0.728,MALE,136
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,31,12.9,18,7.5,49,20.4,MIDDLE/HIGH,191,0.796,ALL,240
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,15,13.2,5,4.4,20,17.5,MIDDLE/HIGH,94,0.825,FEMALE,114
250201,MADISON,CAZENOVIA CENTRAL SCHOOL DISTRICT,,2017-2018,16,12.7,13,10.3,29,23.0,MIDDLE/HIGH,97,0.77,MALE,126
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,45,27.6,33,20.2,78,47.9,DISTRICT TOTAL,85,0.521,ALL,163
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,26,31.7,21,25.6,47,57.3,DISTRICT TOTAL,35,0.427,FEMALE,82
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,19,23.5,12,14.8,31,38.3,DISTRICT TOTAL,50,0.617,MALE,81
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,25,24.8,24,23.8,49,48.5,ELEMENTARY,52,0.515,ALL,101
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,16,28.6,16,28.6,32,57.1,ELEMENTARY,24,0.429,FEMALE,56
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,9,20.0,8,17.8,17,37.8,ELEMENTARY,28,0.622,MALE,45
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,20,35.7,5,8.9,25,44.6,MIDDLE/HIGH,31,0.554,ALL,56
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,10,41.7,5,20.8,15,62.5,MIDDLE/HIGH,9,0.375,FEMALE,24
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2011-2012,10,31.3,,,10,31.3,MIDDLE/HIGH,22,0.688,MALE,32
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,22,14.0,33,21.0,55,35.0,DISTRICT TOTAL,102,0.65,ALL,157
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,16,18.0,16,18.0,32,36.0,DISTRICT TOTAL,57,0.64,FEMALE,89
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,6,8.8,17,25.0,23,33.8,DISTRICT TOTAL,45,0.662,MALE,68
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,7,7.5,17,18.3,24,25.8,ELEMENTARY,69,0.742,ALL,93
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,7,13.5,10,19.2,17,32.7,ELEMENTARY,35,0.673,FEMALE,52
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,,,7,17.1,7,17.1,ELEMENTARY,34,0.829,MALE,41
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,9,15.5,16,27.6,25,43.1,MIDDLE/HIGH,33,0.569,ALL,58
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,9,24.3,6,16.2,15,40.5,MIDDLE/HIGH,22,0.595,FEMALE,37
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2012-2013,,,10,47.6,10,47.6,MIDDLE/HIGH,11,0.524,MALE,21
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,29,17.7,34,20.8,63,38.6,DISTRICT TOTAL,100,0.613,ALL,163
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,12,14.0,21,24.4,33,38.4,DISTRICT TOTAL,53,0.616,FEMALE,86
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,17,22.1,13,16.9,30,39.0,DISTRICT TOTAL,47,0.61,MALE,77
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,12,11.4,18,17.1,30,28.5,ELEMENTARY,75,0.714,ALL,105
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,,,10,19.6,10,19.6,ELEMENTARY,41,0.804,FEMALE,51
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,12,22.2,8,14.8,20,37.0,ELEMENTARY,34,0.63,MALE,54
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,13,25.4,16,31.3,29,56.8,MIDDLE/HIGH,22,0.431,ALL,51
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,8,28.6,11,39.3,19,67.9,MIDDLE/HIGH,9,0.321,FEMALE,28
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2014-2015,5,21.7,5,21.7,10,43.5,MIDDLE/HIGH,13,0.565,MALE,23
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,22,23.9,23,25.0,45,48.9,DISTRICT TOTAL,47,0.511,ALL,92
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,12,23.5,17,33.3,29,56.9,DISTRICT TOTAL,22,0.431,FEMALE,51
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,10,24.4,6,14.6,16,39.0,DISTRICT TOTAL,25,0.61,MALE,41
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,12,32.4,5,13.5,17,45.9,ELEMENTARY,20,0.541,ALL,37
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,6,37.5,5,31.3,11,68.8,ELEMENTARY,5,0.313,FEMALE,16
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,6,28.6,,,6,28.6,ELEMENTARY,15,0.714,MALE,21
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,6,16.2,12,32.4,18,48.6,MIDDLE/HIGH,19,0.514,ALL,37
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,6,19.4,12,38.7,18,58.1,MIDDLE/HIGH,13,0.419,FEMALE,31
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2016-2017,,,,,,,MIDDLE/HIGH,6,1,MALE,6
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,7,6.1,37,32.2,44,38.3,DISTRICT TOTAL,71,0.617,ALL,115
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,,,20,36.4,20,36.4,DISTRICT TOTAL,35,0.636,FEMALE,55
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,7,11.7,17,28.3,24,40.0,DISTRICT TOTAL,36,0.6,MALE,60
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,5,7.8,17,26.6,22,34.4,ELEMENTARY,42,0.656,ALL,64
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,,,6,22.2,6,22.2,ELEMENTARY,21,0.778,FEMALE,27
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,5,13.5,11,29.7,16,43.2,ELEMENTARY,21,0.568,MALE,37
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,,,20,43.5,20,43.5,MIDDLE/HIGH,26,0.565,ALL,46
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,,,14,56.0,14,56.0,MIDDLE/HIGH,11,0.44,FEMALE,25
250301,MADISON,DERUYTER CENTRAL SCHOOL DISTRICT,,2018-2019,,,6,28.6,6,28.6,MIDDLE/HIGH,15,0.714,MALE,21
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,46,19.7,62,26.5,108,46.2,DISTRICT TOTAL,126,0.538,ALL,234
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,18,15.8,35,30.7,53,46.5,DISTRICT TOTAL,61,0.535,FEMALE,114
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,28,23.3,27,22.5,55,45.8,DISTRICT TOTAL,65,0.542,MALE,120
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,29,15.8,42,23.0,71,38.8,ELEMENTARY,112,0.612,ALL,183
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,11,13.4,22,26.8,33,40.2,ELEMENTARY,49,0.598,FEMALE,82
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,18,17.8,20,19.8,38,37.6,ELEMENTARY,63,0.624,MALE,101
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,18,25.4,25,35.2,43,60.6,MIDDLE/HIGH,28,0.394,ALL,71
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,8,23.5,18,52.9,26,76.5,MIDDLE/HIGH,8,0.235,FEMALE,34
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2011-2012,10,27.0,7,18.9,17,45.9,MIDDLE/HIGH,20,0.541,MALE,37
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,43,16.4,49,18.7,92,35.1,DISTRICT TOTAL,155,0.592,ALL,262
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,20,15.6,24,18.8,44,34.4,DISTRICT TOTAL,74,0.578,FEMALE,128
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,23,17.2,25,18.7,48,35.8,DISTRICT TOTAL,81,0.604,MALE,134
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,32,17.6,29,15.9,61,33.5,ELEMENTARY,111,0.61,ALL,182
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,14,16.7,13,15.5,27,32.1,ELEMENTARY,52,0.619,FEMALE,84
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,18,18.4,16,16.3,34,34.7,ELEMENTARY,59,0.602,MALE,98
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,11,11.7,20,21.3,31,33.0,MIDDLE/HIGH,47,0.5,ALL,94
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,6,13.6,11,25.0,17,38.6,MIDDLE/HIGH,22,0.5,FEMALE,44
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2012-2013,5,10.0,9,18.0,14,28.0,MIDDLE/HIGH,25,0.5,MALE,50
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,45,17.7,37,14.5,82,32.2,DISTRICT TOTAL,172,0.677,ALL,254
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,19,15.6,15,12.3,34,27.9,DISTRICT TOTAL,88,0.721,FEMALE,122
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,26,19.7,22,16.7,48,36.4,DISTRICT TOTAL,84,0.636,MALE,132
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,26,15.8,21,12.8,47,28.6,ELEMENTARY,117,0.713,ALL,164
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,11,14.3,9,11.7,20,26.0,ELEMENTARY,57,0.74,FEMALE,77
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,15,17.2,12,13.8,27,31.0,ELEMENTARY,60,0.69,MALE,87
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,19,21.1,16,17.7,35,38.8,MIDDLE/HIGH,55,0.611,ALL,90
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,8,17.8,6,13.3,14,31.1,MIDDLE/HIGH,31,0.689,FEMALE,45
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2014-2015,11,24.4,10,22.2,21,46.7,MIDDLE/HIGH,24,0.533,MALE,45
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,39,13.5,47,16.3,86,29.9,DISTRICT TOTAL,136,0.472,ALL,288
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,27,19.3,21,15.0,48,34.3,DISTRICT TOTAL,61,0.436,FEMALE,140
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,12,8.1,26,17.6,38,25.7,DISTRICT TOTAL,75,0.507,MALE,148
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,22,13.1,14,8.3,36,21.4,ELEMENTARY,87,0.518,ALL,168
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,15,17.2,6,6.9,21,24.1,ELEMENTARY,42,0.483,FEMALE,87
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,7,8.6,8,9.9,15,18.5,ELEMENTARY,45,0.556,MALE,81
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,17,14.2,33,27.5,50,41.7,MIDDLE/HIGH,49,0.408,ALL,120
250401,MADISON,MORRISVILLE EATON CENTRAL SCHOOL DISTRICT,,2016-2017,12,22.6,15,28.3,27,50.9,MIDDLE/HIGH,19,0.358,FEMALE,53
